Municipalities,"Latitude 	",Longitude
Affoltern,47.418611,8.506111
Albisrieden,47.37435,8.483119
 Altstadt,47.37,8.542
Altstetten,47.384969,8.477175
Aussersihl,47.375,8.527
Enge,47.363611,8.531111
Fluntern,47.376,8.56
Hirslanden,47.364644,8.566283
Höngg,47.4,8.5
Hottingen ,47.368119,8.5604
Oberstrass,47.384336,8.548425
Oerlikon,47.416667,8.55
Riesbach,47.355,8.561
Schwamendingen,47.406,8.572
Seebach,47.383333,8.55
Unterstrass,47.391446,8.53877
Wiedikon,47.366667,8.516667
Wipkingen,47.392669,8.523428
Witikon,47.366667,8.583333
Wollishofen,47.343944,8.530114
